combokey	school_size	size_cat	student_abs	teach_abs
2.63E+11	medium-small	2	0.07735	0.35714
2.63E+11	medium-small	2	0.05901	0.35294
2.63E+11	very large	4	0.05289	0
2.63E+11	small	1	0.69231	0
2.63E+11	very large	4	0.5737	0
2.63E+11	medium-large	3	0.35449	0
2.63E+11	medium-small	2	0.15915	0
2.63E+11	medium-small	2	0.53922	0
2.63E+11	medium-small	2	0.69969	0
2.63E+11	medium-small	2	0.60268	0
2.63E+11	medium-small	2	0.7	0
2.63E+11	medium-small	2	0.43721	0
2.63E+11	very large	4	0.59584	0
2.63E+11	medium-large	3	0.11864	0
2.63E+11	medium-small	2	0.51073	0
2.63E+11	medium-small	2	0.36	0
2.63E+11	small	1	0.54545	1
2.63E+11	very large	4	0.35727	0.51684
2.63E+11	medium-small	2	0.13208	0.22124
2.63E+11	medium-small	2	0.25298	0.13033
2.63E+11	medium-small	2	0.21988	0.387
2.63E+11	medium-large	3	0.33036	0.27513
2.63E+11	very large	4	0.38486	0.43496
2.63E+11	medium-large	3	0.32842	0.2201
2.63E+11	medium-small	2	0.29866	0.06086
2.63E+11	medium-large	3	0.1663	0.59102
2.63E+11	very large	4	0.06937	0.44584
2.63E+11	medium-large	3	0.15682	0.5
2.63E+11	very large	4	0.026	0.25402
2.63E+11	very large	4	0.07344	0.24306
2.63E+11	medium-large	3	0.12143	0.39286
2.63E+11	small	1	0.44444	1
2.63E+11	small	1	0	1
2.63E+11	medium-large	3	0.15924	0.14119
2.63E+11	medium-large	3	0.06316	0.125
2.63E+11	medium-large	3	0.14862	0.12526
2.63E+11	medium-large	3	0.13398	0.2228
2.63E+11	medium-large	3	0	0.24067
2.63E+11	medium-large	3	0.07885	0.18621
2.63E+11	medium-small	2	0.08676	0.16529
2.63E+11	medium-small	2	0.07712	0.26087
2.63E+11	medium-small	2	0.0427	0.15584
2.63E+11	medium-small	2	0.20328	0.35824
2.63E+11	medium-large	3	0.25516	0.50234
2.63E+11	medium-small	2	0.08099	0
2.63E+11	medium-small	2	0.10547	0.23256
2.63E+11	very large	4	0.62198	0.51111
2.63E+11	small	1	1	0
2.63E+11	medium-large	3	0	0.32051
2.63E+11	small	1	0	0.5
2.63E+11	medium-small	2	0	0.21793
2.63E+11	medium-small	2	0	0.11538
2.63E+11	medium-small	2	0.09677	0.1
2.63E+11	medium-large	3	0.17727	0
2.63E+11	medium-small	2	0.14744	0.6
2.63E+11	medium-large	3	0.14914	0
2.63E+11	small	1	0.55263	1
2.63E+11	very large	4	0.18777	1
2.63E+11	medium-large	3	0.1537	1
2.63E+11	small	1	0.04403	0.71429
2.63E+11	medium-small	2	0.07848	0
2.63E+11	small	1	0	0
2.63E+11	small	1	0.05195	0.11111
2.63E+11	medium-small	2	0.19463	0.14286
2.63E+11	medium-small	2	0.21849	0.1638
2.63E+11	medium-large	3	0.2241	0.09506
2.63E+11	medium-large	3	0.18072	0.16906
2.63E+11	very large	4	0.22388	0.06256
2.63E+11	medium-large	3	0.15514	0.14409
2.63E+11	medium-large	3	0.15631	0.13409
2.63E+11	very large	4	0.14494	0.04184
2.63E+11	very large	4	0.13455	0.05993
2.63E+11	very large	4	0.24658	0.11638
2.63E+11	medium-large	3	0.07937	0.16071
2.63E+11	medium-small	2	0.10811	0.05112
2.63E+11	medium-large	3	0.12435	0.03497
2.63E+11	very large	4	0.30031	0.09761
2.63E+11	medium-large	3	0.16507	0.16084
2.63E+11	very large	4	0.17853	0.04545
2.63E+11	medium-small	2	0.16279	0.0625
2.63E+11	medium-large	3	0.12971	0.04167
2.63E+11	medium-small	2	0.16667	0.0625
2.63E+11	very large	4	0.14785	0.19444
2.63E+11	very large	4	0.10038	0.04255
2.63E+11	medium-small	2	0.15179	0.125
2.63E+11	medium-large	3	0.1959	0
2.63E+11	medium-small	2	0.12422	0.20101
2.63E+11	medium-small	2	0.15825	0
2.63E+11	medium-small	2	0.15183	0.26549
2.63E+11	very large	4	0.07741	0.06061
2.63E+11	small	1	0	0
2.63E+11	medium-small	2	0.65758	0.84
2.63E+11	medium-small	2	0.20727	0
2.63E+11	medium-small	2	0.02915	0
2.63E+11	very large	4	0.22843	0
2.63E+11	medium-large	3	0.08245	0.13423
2.63E+11	very large	4	0	0
2.63E+11	medium-small	2	0.21068	0.04367
2.63E+11	medium-small	2	0.55793	0.33333
2.63E+11	very large	4	0.14341	0
2.63E+11	medium-small	2	0.26159	0
2.63E+11	medium-small	2	0	0
2.63E+11	very large	4	0.20354	0.26432
2.63E+11	medium-large	3	0.22957	0.02387
2.63E+11	small	1	0	0
2.63E+11	small	1	0	0
2.63E+11	medium-large	3	0.08036	0.58984
2.63E+11	small	1	0.05848	1
2.63E+11	medium-large	3	0.34351	0.3252
2.63E+11	medium-large	3	0.12185	0.7377
2.63E+11	very large	4	0.12281	0.67797
2.63E+11	medium-small	2	0.13235	0.74627
2.63E+11	very large	4	0.13216	0.5627
2.63E+11	medium-large	3	0.10118	0.64397
2.63E+11	small	1	0	0
2.63E+11	very large	4	0.23945	0.26882
2.63E+11	medium-large	3	0.07601	0.4878
2.63E+11	very large	4	0.10611	0.31429
2.63E+11	medium-large	3	0.07551	0.32727
2.63E+11	medium-large	3	0	0.47945
2.63E+11	medium-small	2	0	0.06873
2.63E+11	small	1	0	0
2.63E+11	medium-large	3	0	0.39101
2.63E+11	medium-large	3	0	0.22255
2.63E+11	very large	4	0	0.23952
2.63E+11	medium-large	3	0.20042	0.375
2.63E+11	medium-small	2	0.13504	0.17647
2.63E+11	medium-small	2	0.14706	0.41667
2.63E+11	medium-large	3	0.10864	0.21019
2.63E+11	medium-small	2	0.26061	0.21144
2.63E+11	medium-small	2	0.21645	0.63609
2.63E+11	small	1	0	0
2.63E+11	small	1	0.63636	0
2.63E+11	medium-large	3	0.19706	0.23601
2.63E+11	very large	4	0.15274	0.27054
2.63E+11	medium-large	3	0.25696	0.43541
2.63E+11	medium-large	3	0.10921	0.40595
2.63E+11	very large	4	0.16726	0.37688
2.63E+11	small	1	0	0
2.63E+11	small	1	0.41176	1
2.63E+11	small	1	0.0274	0.21529
2.63E+11	medium-small	2	0.01724	0.1494
2.63E+11	very large	4	0.03301	0.34569
2.63E+11	medium-small	2	0.02778	0.05118
2.63E+11	very large	4	0.0182	0.25754
2.63E+11	small	1	0.01274	0.29791
2.63E+11	medium-small	2	0.01408	0.19987
2.63E+11	medium-small	2	0.08746	0.23995
2.63E+11	medium-large	3	0.02193	0.27273
2.63E+11	medium-small	2	0.07417	0.19822
2.63E+11	very large	4	0.10832	0.21227
2.63E+11	very large	4	0.09461	0.17192
2.63E+11	medium-small	2	0.16996	0.13333
2.63E+11	medium-small	2	0.34417	0.09756
2.63E+11	medium-small	2	0.07451	0
2.63E+11	small	1	0.14286	0.05128
2.63E+11	small	1	0.26531	0.16386
2.63E+11	medium-small	2	0.38376	0.37661
2.63E+11	medium-large	3	0.1601	0.22543
2.63E+11	medium-small	2	0.07065	0.43956
2.63E+11	medium-large	3	0.05066	0.23585
2.63E+11	medium-large	3	0.01916	0.18198
2.63E+11	medium-small	2	0.04908	0.65217
2.63E+11	small	1	0.08725	0.33333
2.63E+11	medium-small	2	0.11275	0
2.63E+11	medium-small	2	0.10569	0.35294
2.63E+11	small	1	0.11806	0
2.63E+11	medium-small	2	0.07669	0
2.63E+11	small	1	0.85	0
2.63E+11	medium-small	2	0.04673	0
2.63E+11	medium-small	2	0.07375	0
2.63E+11	medium-large	3	0.02857	0
2.63E+11	very large	4	0.13032	0.3266
2.63E+11	small	1	0.86486	0.55556
2.63E+11	very large	4	0.23035	0.3266
2.63E+11	medium-small	2	0.07917	0.16077
2.63E+11	very large	4	0.14786	0.25997
2.63E+11	medium-large	3	0.16704	0.21589
2.63E+11	small	1	0.13636	0.5168
2.63E+11	medium-small	2	0.11618	0.1315
2.63E+11	medium-small	2	0.12205	0.10463
2.63E+11	small	1	0.05556	0.12077
2.63E+11	medium-small	2	0.16	0.04279
2.63E+11	medium-small	2	0.18491	0.21475
2.63E+11	small	1	0	0
2.63E+11	medium-small	2	0	0.01887
2.63E+11	medium-small	2	0.0806	0.26829
2.63E+11	small	1	0	0
2.63E+11	medium-large	3	0.2209	0.15385
2.63E+11	medium-small	2	0.04644	0.41935
2.63E+11	very large	4	0.1285	0.08696
2.63E+11	small	1	0.75573	0.10753
2.63E+11	medium-small	2	0	0.16393
2.63E+11	medium-large	3	0.11777	0.31674
2.63E+11	very large	4	0.04798	0.5315
2.63E+11	very large	4	0.05235	0.31088
2.63E+11	medium-small	2	0.13836	0.49383
2.63E+11	medium-large	3	0.00434	0.4065
2.63E+11	medium-small	2	0.02198	0.34014
2.63E+11	medium-large	3	0.3215	0.19569
2.63E+11	medium-small	2	0.24834	0.19036
2.63E+11	medium-large	3	0.13626	0.24979
2.63E+11	medium-large	3	0.22091	0.5614
2.63E+11	very large	4	0.27675	0.38889
2.63E+11	medium-small	2	0.24033	0.4
2.63E+11	small	1	0.77632	0.57143
2.63E+11	medium-small	2	0.19325	0.60606
2.63E+11	very large	4	0.11583	0.61111
2.63E+11	medium-large	3	0.19475	0.36735
2.63E+11	medium-large	3	0.26599	0.54054
2.63E+11	medium-large	3	0.27057	0.375
2.63E+11	medium-large	3	0.33539	0.23077
2.63E+11	medium-small	2	0.52466	0.35897
2.63E+11	medium-small	2	0.40674	0.66667
2.63E+11	very large	4	0.19164	0.55856
2.63E+11	small	1	0	0.55556
2.63E+11	small	1	0	0
2.63E+11	small	1	0.74286	1
2.63E+11	medium-small	2	0.13853	1
2.63E+11	medium-small	2	0.16239	0.92308
2.63E+11	medium-small	2	0.14901	0.83333
2.63E+11	medium-small	2	0.15161	0.84211
2.63E+11	very large	4	0.17159	0.76596
2.63E+11	very large	4	0.13876	0.82353
2.63E+11	small	1	0.26	0
2.63E+11	small	1	0.15323	0.17794
2.63E+11	small	1	0.2234	0.13624
2.63E+11	small	1	0.16279	0
2.63E+11	medium-large	3	0.10634	0
2.63E+11	very large	4	0.16777	0.21277
2.63E+11	medium-large	3	0.05652	0.42781
2.63E+11	very large	4	0.07496	0.13605
2.63E+11	medium-large	3	0.06889	0.15152
2.63E+11	small	1	0.42308	0
2.63E+11	medium-small	2	0.14551	0.11268
2.63E+11	medium-small	2	0.12618	0.10127
2.63E+11	very large	4	0.20137	0.09639
2.63E+11	medium-small	2	0.16897	0.16923
2.63E+11	medium-large	3	0.10591	0.10588
2.63E+11	very large	4	0.17792	0.27972
2.63E+11	very large	4	0.15894	0.13548
2.63E+11	very large	4	0.09874	0.16714
2.63E+11	small	1	0.08287	0.19608
2.63E+11	medium-small	2	0.10778	0.15
2.63E+11	very large	4	0.14863	0.10667
2.63E+11	medium-small	2	0.08895	0.04545
2.63E+11	medium-small	2	0.21901	0.15987
2.63E+11	medium-small	2	0.11724	0.1087
2.63E+11	small	1	0.19444	0.125
2.63E+11	very large	4	0.14901	0.33727
2.63E+11	very large	4	0.10658	0.13648
2.63E+11	medium-small	2	0.18219	0.48632
2.63E+11	medium-large	3	0.09503	0.13746
2.63E+11	medium-small	2	0.09712	0.25397
2.63E+11	medium-small	2	0.07068	0.1626
2.63E+11	small	1	0.2	0
2.63E+11	small	1	0.11429	0
2.63E+11	medium-large	3	0.07025	0.4712
2.63E+11	medium-large	3	0.05751	0.3405
2.63E+11	very large	4	0.08905	0.18692
2.63E+11	very large	4	0.04173	0.19178
2.63E+11	medium-large	3	0.1654	0.16129
2.63E+11	medium-large	3	0.30702	0.16849
2.63E+11	medium-large	3	0.19792	0.18975
2.63E+11	very large	4	0.22318	0.22892
2.63E+11	small	1	0	0.11111
2.63E+11	small	1	0.29787	0
2.63E+11	small	1	0.59804	0
2.63E+11	very large	4	0.10606	0.13705
2.63E+11	medium-large	3	0.07249	0.20825
2.63E+11	medium-large	3	0.15983	0.25869
2.63E+11	medium-large	3	0.10084	0.38144
2.63E+11	very large	4	0.02013	0.23137
2.63E+11	medium-large	3	0.12227	0.19296
2.63E+11	medium-small	2	0.03774	0.20953
2.63E+11	very large	4	0.03721	0.16667
2.63E+11	medium-large	3	0.1227	0.15146
2.63E+11	medium-large	3	0.09057	0.18627
2.63E+11	medium-small	2	0.08857	0.20301
2.63E+11	medium-large	3	0.08368	0.4165
2.63E+11	very large	4	0.0569	0.2739
2.63E+11	very large	4	0.06901	0.12929
2.63E+11	very large	4	0.02874	0.25405
2.63E+11	medium-large	3	0.05349	0.07635
2.63E+11	medium-large	3	0.08275	0.33049
2.63E+11	medium-large	3	0.09684	0.19132
2.63E+11	medium-large	3	0.01261	0.22222
2.63E+11	medium-large	3	0.0935	0.09766
2.63E+11	medium-small	2	0.23166	0.17705
2.63E+11	medium-small	2	0.1135	0.26316
2.63E+11	medium-small	2	0.04305	0.125
2.63E+11	medium-large	3	0.1168	0.95652
2.63E+11	medium-small	2	0.20522	0
2.63E+11	medium-small	2	0.64576	0
2.63E+11	medium-small	2	0.17219	0
2.63E+11	very large	4	0.07111	0.17744
2.63E+11	small	1	0.52903	0
2.63E+11	very large	4	0.04839	0.16032
2.63E+11	small	1	0.03774	0
2.63E+11	very large	4	0.02675	0.0913
2.63E+11	medium-large	3	0.14256	0.11321
2.63E+11	medium-large	3	0.09827	0.13505
2.63E+11	medium-large	3	0.12022	0.17193
2.63E+11	very large	4	0.14894	0
2.63E+11	medium-large	3	0.07255	0.04887
2.63E+11	medium-large	3	0.116	0.04175
2.63E+11	very large	4	0.05354	0.10363
2.63E+11	very large	4	0.11845	0.2448
2.63E+11	medium-large	3	0.14402	0.1087
2.63E+11	very large	4	0.05479	0.14706
2.63E+11	medium-large	3	0.07543	0.12526
2.63E+11	very large	4	0.19403	0.11468
2.63E+11	very large	4	0.05215	0.0936
2.63E+11	very large	4	0.1382	0.17388
2.63E+11	medium-large	3	0.12633	0.18239
2.63E+11	very large	4	0.10433	0.06462
2.63E+11	very large	4	0.15266	0.12217
2.63E+11	medium-large	3	0.09052	0.09953
2.63E+11	very large	4	0.10233	0.18483
2.63E+11	medium-large	3	0.22014	0.03273
2.63E+11	very large	4	0.09609	0.0908
2.63E+11	medium-large	3	0.11579	0.03401
2.63E+11	medium-large	3	0.08136	0.08457
2.63E+11	medium-large	3	0.06718	0.15842
2.63E+11	very large	4	0.06308	0.09091
2.63E+11	medium-large	3	0.07525	0.03279
2.63E+11	very large	4	0.09615	0.12048
2.63E+11	very large	4	0.14071	0.08396
2.63E+11	medium-large	3	0.09004	0.09524
2.63E+11	very large	4	0.07507	0.05452
2.63E+11	medium-small	2	0.0826	0.11416
2.63E+11	medium-small	2	0	0.22124
2.63E+11	very large	4	0.17857	0.06818
2.63E+11	very large	4	0.19045	0.20588
2.63E+11	medium-large	3	0.20868	0
2.63E+11	medium-large	3	0.24687	0.11765
2.63E+11	very large	4	0.14825	0
2.63E+11	medium-large	3	0.22634	0.09677
2.63E+11	medium-large	3	0.14561	0.12903
2.63E+11	small	1	0.09774	0.45455
2.63E+11	very large	4	0.00942	0.22857
2.63E+11	very large	4	0.02252	0
2.63E+11	very large	4	0.26387	0.48718
2.63E+11	very large	4	0.21122	0.19355
2.63E+11	medium-large	3	0.24783	0.32
2.63E+11	medium-large	3	0.31591	0.0577
2.63E+11	medium-large	3	0.375	0
2.63E+11	small	1	0	0
2.63E+11	small	1	0	0.375
2.63E+11	medium-small	2	0.24623	0.18544
2.63E+11	small	1	0	0
2.63E+11	medium-small	2	0.42147	0.33285
2.63E+11	medium-small	2	0.25455	0
2.63E+11	small	1	0	0
2.63E+11	medium-small	2	0.01316	0
2.63E+11	medium-small	2	0.09483	0
2.63E+11	small	1	0	0
2.63E+11	very large	4	0.08237	0
2.63E+11	medium-small	2	0.12339	0.04902
2.63E+11	medium-large	3	0.12023	0
2.63E+11	medium-small	2	0.06516	0.1
2.63E+11	very large	4	0.0941	0
2.63E+11	small	1	0	0
2.64E+11	medium-small	2	0.02265	0.52247
2.64E+11	small	1	0	0.12821
2.64E+11	small	1	0	0
2.64E+11	small	1	0	0
2.64E+11	small	1	0.22078	0.54545
2.64E+11	small	1	0.17123	0.25
2.64E+11	small	1	0.21538	0.47484
2.64E+11	medium-large	3	0.09582	0.05731
2.64E+11	very large	4	0.07533	0.14799
2.64E+11	very large	4	0.06198	0.17365
2.64E+11	very large	4	0.13763	0.1442
2.64E+11	small	1	0	0
2.64E+11	very large	4	0.28147	0.08271
2.64E+11	medium-large	3	0.07823	0.10101
2.64E+11	medium-large	3	0.04955	0.14493
2.64E+11	medium-large	3	0.05079	0.16181
2.64E+11	medium-small	2	0.09536	0
2.64E+11	very large	4	0.07965	0.17964
2.64E+11	medium-large	3	0.06143	0.19455
2.64E+11	very large	4	0.02695	0.16215
2.64E+11	very large	4	0.4039	0.13456
2.64E+11	medium-large	3	0.11085	0.16077
2.64E+11	medium-large	3	0.05556	0.16835
2.64E+11	very large	4	0.10482	0.15083
2.64E+11	medium-large	3	0.05	0.17241
2.64E+11	very large	4	0.0672	0.05579
2.64E+11	very large	4	0.08788	0.15957
2.64E+11	small	1	0.50932	0.10526
2.64E+11	very large	4	0.19015	0.09878
2.64E+11	very large	4	0.17241	0.18919
2.64E+11	very large	4	0.12614	0.06452
2.64E+11	medium-large	3	0.11157	0.04
2.64E+11	medium-small	2	0.15217	0.02632
2.64E+11	medium-large	3	0.09927	0.05882
2.64E+11	very large	4	0.06832	0.13793
2.64E+11	medium-large	3	0.30233	0.01818
2.64E+11	medium-small	2	0.11307	0.05
2.64E+11	medium-large	3	0.0873	0.25
2.64E+11	medium-large	3	0.12766	0.04545
2.64E+11	medium-small	2	0.11915	0.22667
2.64E+11	very large	4	0.12201	0.1
2.64E+11	very large	4	0.12179	0.05405
2.64E+11	very large	4	0.12074	0.07317
2.64E+11	medium-large	3	0.10204	0.11905
2.64E+11	medium-large	3	0.15802	0.04167
2.64E+11	very large	4	0.15219	0.08
2.64E+11	medium-large	3	0.14923	0.10714
2.64E+11	medium-small	2	0.16614	0
2.64E+11	medium-large	3	0.16341	0.03448
2.64E+11	medium-large	3	0.09091	0.08696
2.64E+11	small	1	0.58537	0
2.64E+11	small	1	0.73267	0.16722
2.64E+11	small	1	0	0
2.64E+11	very large	4	0.18542	0.18553
2.64E+11	medium-large	3	0.13086	0.19843
2.64E+11	medium-small	2	0.18539	0.39444
2.64E+11	medium-small	2	0.12468	0.24352
2.64E+11	very large	4	0.28367	0.2936
2.64E+11	small	1	0.57368	0.53846
2.64E+11	medium-small	2	0.032	0
2.64E+11	medium-large	3	0.05369	0.16
2.64E+11	medium-small	2	0.03797	0.08081
2.64E+11	medium-large	3	0.0197	0.10929
2.64E+11	very large	4	0.0578	0.31481
2.64E+11	medium-small	2	0.0118	0.19048
2.64E+11	medium-small	2	0	0.08696
2.64E+11	medium-small	2	0.02432	0.17647
2.64E+11	medium-large	3	0.03111	0.17391
2.64E+11	very large	4	0.07698	0.22388
2.64E+11	small	1	0.60784	0.6
2.64E+11	medium-large	3	0.01299	0.04545
2.64E+11	very large	4	0.03542	0.21739
2.64E+11	medium-small	2	0.05068	0.30435
2.64E+11	medium-small	2	0.03438	0.3
2.64E+11	medium-small	2	0.021	0.17978
2.64E+11	medium-small	2	0.02254	0.08889
2.64E+11	very large	4	0.12214	0.33028
2.64E+11	small	1	0	1
2.64E+11	small	1	0	0.2
2.64E+11	small	1	0.27647	0.21622
2.64E+11	medium-small	2	0.16216	0.32701
2.64E+11	medium-small	2	0.1227	0.45662
2.64E+11	medium-large	3	0.12159	0.57143
2.64E+11	medium-small	2	0.24159	0.625
2.64E+11	small	1	0	0
2.64E+11	medium-small	2	0	0.04219
2.64E+11	medium-large	3	0	0.04762
2.64E+11	very large	4	0.14857	0.0789
2.64E+11	medium-small	2	0	0.12346
2.64E+11	medium-small	2	0	0.06452
2.64E+11	medium-small	2	0	0.06557
2.64E+11	medium-large	3	0.11506	0.97778
2.64E+11	medium-small	2	0.1246	0.78261
2.64E+11	medium-large	3	0.15343	0.96
2.64E+11	medium-small	2	0.08815	0.86667
2.64E+11	very large	4	0.07085	0.90141
2.64E+11	medium-large	3	0.16667	0.95238
2.64E+11	small	1	0.47788	0
2.64E+11	medium-small	2	0.14444	0.1996
2.64E+11	small	1	0.12371	0.09033
2.64E+11	small	1	0.06849	0.10132
2.64E+11	small	1	0.2	0
2.64E+11	medium-small	2	0.175	0.09174
2.64E+11	very large	4	0.10316	0.2719
2.64E+11	medium-small	2	0.21094	0.35874
2.64E+11	very large	4	0.06933	0.53571
2.64E+11	medium-large	3	0.21524	0.47009
2.64E+11	very large	4	0.10956	0.22845
2.64E+11	very large	4	0.07988	0.2
2.64E+11	very large	4	0.00865	0.41344
2.64E+11	small	1	0.15	0.16129
2.64E+11	medium-large	3	0.42364	0.42969
2.64E+11	very large	4	0.55584	0.31373
2.64E+11	very large	4	0.37604	0.3012
2.64E+11	medium-small	2	0.33495	0.0693
2.64E+11	medium-large	3	0.14699	0.32
2.64E+11	medium-large	3	0.2457	0.06452
2.64E+11	very large	4	0.16821	0.22004
2.64E+11	medium-small	2	0.22321	0.43478
2.64E+11	medium-small	2	0.16338	0.40909
2.64E+11	medium-small	2	0.1558	0
2.64E+11	small	1	0.13869	0.33333
2.64E+11	medium-large	3	0.15039	0.18868
2.64E+11	very large	4	0.18287	0.22936
2.64E+11	medium-large	3	0.17105	0.25397
2.64E+11	very large	4	0.1337	0.21721
2.64E+11	medium-large	3	0.28539	0.11009
2.64E+11	small	1	0.58696	0.5
